Brand,VehicleModel,ManufacturingYear,Type,rating,color,Duty,fuel,CylinderCount,type of gear,capacity,Odometer,#airbags,price
Toyota,Corolla Verso,2007.0,Minivan,2.0,Unknown,0.0,Diesel,4,manual,2.2 Turbo,112000,16,18655
Ford,Unknown,2012.0,Microbus,2.0,Sapphire Blue,0.0,Unknown,6,manual,2.5 Turbo,111111,2,18817
Opel,Monterey,1993.0,Jeep,2.0,Charcoal,0.0,Gas,6,automatic,3.2,275652,2,8154
Dodge,Neon,2000.0,Sedan,2.0,Unknown,0.0,Gas,4,automatic,2,112300,4,18655
Honda,Civic,2017.0,Unknown,2.0,Charcoal,1017.0,Unknown,4,r,2,48291,4,47531
Kia,Unknown,2015.0,Sedan,0.0,Jet Black,441.0,Unknown,4,automatic,2.4,70936,16,18655
Toyota,Highlander Limited,2010.0,Jeep,2.0,Unknown,0.0,Hybrid,6,automatic,3.3,317096,0,28225
Toyota,Camry,2017.0,Sedan,1.0,Pearl White,1249.0,Gas,4,automatic,2.5,70232,12,18655
Honda,Hrv Ex,2012.0,Jeep,2.0,Jet Black,0.0,Gas,4,automatic,0,19211,8,26500
Hyundai,Elantra,2012.0,Sedan,5.0,Unknown,10531.0,Gas,4,automatic,1.6,115471,4,16618
Toyota,Highlander,2012.0,Unknown,2.0,Metallic,1058.0,Unknown,6,automatic,3.5,205250,12,29479
Toyota,Prius,2012.0,Hatchback,2.0,Unknown,0.0,Hybrid,4,automatic,0,212800,0,19914
Ford,Escape,2012.0,Unknown,5.0,Charcoal,289.0,Hybrid,4,others,0,220474,0,18655
Kia,Sorento,2010.0,Jeep,3.0,Unknown,911.0,Unknown,4,others,2.2,74000,4,16308
Lexus,Es 350,2012.0,Sedan,4.0,Pearl White,456.0,Hybrid,4,others,2.5,40386,12,10192
Unknown,Camry,2012.0,Sedan,3.0,Jet Black,0.0,Gas,4,others,2.4,184000,6,15681
Volkswagen,Golf,2011.0,Hatchback,5.0,Jet Black,707.0,Diesel,4,gear,2,129651,12,18655
Chevrolet,Volt,2012.0,Sedan,0.0,Jet Black,400.0,Unknown,4,automatic,1.5,70720,12,18817
Hyundai,H1,2014.0,Minivan,5.0,Metallic,777.0,Diesel,4,automatic,2.5,139905,4,36968
Ssangyong,Actyon,2010.0,Jeep,0.0,Unknown,10836.0,Diesel,4,automatic,2,268065,4,16741
Chevrolet,My Model Which Is Malibu Is  Best,2012.0,Sedan,1.0,Jet Black,9358.0,Gas,4,automatic,2,156743,4,20266
Hyundai,Sonata,1911.0,Sedan,5.0,Metallic,0.0,Hybrid,4,automatic,2.4,153321,7,17249
Lexus,My Model Which Is Gx 460 Is  Best,2014.0,Jeep,5.0,Metallic,1356.0,Gas,4,gear,4.6,200402,0,18655
Bmw,X5,2012.0,Jeep,2.0,Unknown,0.0,Diesel,6,others,0,263000,12,43905
Toyota,Rav 4,2012.0,Jeep,4.0,Unknown,779.0,Gas,4,others,2.5,127000,10,34497
Opel,Vectra H,2007.0,Sedan,5.0,Jet Black,0.0,Unknown,4,unknown,1.9 Turbo,126000,2,8781
Subaru,Forester,2018.0,Unknown,0.0,Jet Black,0.0,Gas,4,automatic,2.5,32435,12,10663
Toyota,Unknown,2012.0,Hatchback,0.0,Metallic,0.0,Gas,4,automatic,1.8,230400,8,18817
Mazda,Cx9,2011.0,Sedan,0.0,Unknown,1234.0,Gas,16,r,3.7,134157,12,18655
Mercedesbenz,E 350,2012.0,Sedan,3.0,Unknown,1604.0,Diesel,8,r,5.5,101424,12,18655
Unknown,Prius,2012.0,Sedan,2.0,Jet Black,585.0,Gas,4,gear,1.8,149000,0,10349
Honda,My Model Which Is Insight Is  Best,2012.0,Sedan,1.0,Unknown,574.0,Hybrid,4,r,1.3,140000,8,7527
Toyota,Rav 4,2012.0,Jeep,9.0,Pearl White,0.0,Gas,4,automatic,2.5,94000,10,20385
Hyundai,Sonata,2012.0,Sedan,4.0,Metallic,642.0,Other,4,automatic,2,91416,16,7683
Mercedesbenz,Gle 63 Amg,2016.0,Jeep,0.0,Unknown,12297.0,Unknown,8,automatic,5.5,17584,0,6272
Cadillac,Cts,2016.0,Sedan,2.0,Charcoal,0.0,Gas,4,automatic,2.0 Turbo,29000,10,12544
Hyundai,Sonata Se,2012.0,Sedan,4.0,Metallic,900.0,Gas,4,automatic,2.4,84000,12,17249
Unknown,X5 48Is,2005.0,Jeep,2.0,Metallic,3894.0,Gas,8,gear,4.8,147200,16,31361
Mercedesbenz,E 350,2012.0,Sedan,6.0,Jet Black,1055.0,Gas,4,automatic,3.5,156800,12,37320
Toyota,Camry,2009.0,Sedan,4.0,Pearl White,0.0,Hybrid,4,automatic,2.4,0,12,13485
Nissan,Juke,2017.0,Jeep,6.0,Pearl White,831.0,Gas,4,automatic,0,47533,12,27284
Chevrolet,Malibu,2017.0,Sedan,5.0,Sapphire Blue,0.0,Gas,4,automatic,1.5 Turbo,53000,12,23521
Unknown,Cruze,2014.0,Sedan,2.0,Unknown,584.0,Gas,4,r,1.8,87685,0,12544
Opel,Zafira,2012.0,Minivan,1.0,Charcoal,0.0,Natural Gas,4,gear,1.6,197500,8,9408
Lexus,Gx 460,2012.0,Jeep,4.0,Metallic,1811.0,Gas,8,automatic,4.6,275240,0,15681
Chevrolet,Cruze Lt,2017.0,Sedan,3.0,Unknown,738.0,Gas,4,others,0,49439,6,18033
Honda,My Model Which Is Fit Is  Best,2014.0,Hatchback,1.0,Unknown,9729.0,Hybrid,4,others,1.5,81917,7,10722
Toyota,Chr,2012.0,Jeep,2.0,Sapphire Blue,0.0,Unknown,4,others,2,24339,12,18655
Bmw,X5,2012.0,Jeep,3.0,Charcoal,0.0,Diesel,16,gear,3,223000,12,37633
Hyundai,Tucson,2012.0,Jeep,3.0,Unknown,642.0,Diesel,14,automatic,2,162300,4,28241
Ford,Tourneo Connect,2012.0,Goods,2.0,Unknown,0.0,Diesel,4,manual,1.8 Turbo,145000,2,14113
Bmw,X6,2012.0,Jeep,5.0,Charcoal,11736.0,Gas,8,others,4.4,0,12,18655
Hyundai,Tucson,2012.0,Jeep,8.0,Pearl White,0.0,Diesel,4,gear,2,98847,4,43880
Infiniti,Ex35,2012.0,Jeep,1.0,Sapphire Blue,0.0,Gas,6,automatic,3.5,139200,6,21639
Toyota,My Model Which Is Camry Is  Best,2013.0,Sedan,1.0,Metallic,779.0,Hybrid,4,unknown,2.5,232032,12,18655
Unknown,Sonata,2012.0,Sedan,5.0,Tangerine,10765.0,Other,4,gear,2,498815,4,9252
Toyota,Prius,2012.0,Sedan,2.0,Pearl White,0.0,Hybrid,4,others,1.8,5700,12,45473
Hyundai,My Model Which Is Sonata Is  Best,2012.0,Sedan,1.0,Tangerine,10891.0,Other,4,others,2,596900,16,5645
Hyundai,Sonata,2012.0,Sedan,1.0,Crimson,1202.0,Gas,14,others,2.4,0,0,18503
Toyota,My Model Which Is Camry Is  Best,2018.0,Sedan,2.0,Unknown,0.0,Hybrid,4,r,2.5,35058,12,18817
Hyundai,Sonata,2017.0,Sedan,4.0,Unknown,481.0,Hybrid,14,others,2,107387,12,18655
Porsche,My Model Which Is Cayenne S Is  Best,2012.0,Jeep,2.0,Jet Black,0.0,Gas,8,automatic,4.5,315430,0,14500
Toyota,Camry,2014.0,Sedan,3.0,Unknown,0.0,Hybrid,4,unknown,2.5,179381,12,11133
Unknown,My Model Which Is Jetta Is  Best,2012.0,Sedan,3.0,Metallic,639.0,Diesel,14,others,2,82392,12,18655
Unknown,Fit,2003.0,Sedan,4.0,Jet Black,0.0,Gas,4,automatic,1.3,0,6,5802
Hyundai,H1,2116.0,Universal,1.0,Unknown,1091.0,Diesel,4,automatic,2.5,133014,4,43655
Honda,Fit,2004.0,Hatchback,3.0,Metallic,0.0,Unknown,14,r,1.3,150000,16,18655
Hyundai,Sonata,2012.0,Unknown,0.0,Unknown,765.0,Gas,4,automatic,0,87196,16,48575
Hyundai,Unknown,2012.0,Minivan,1.0,Pearl White,777.0,Diesel,4,others,0,196654,4,30085
Unknown,My Model Which Is M4 Is  Best,2015.0,Coupe,4.0,Pearl White,1104.0,Gas,6,others,3,64338,12,18655
Hyundai,My Model Which Is Elantra Is  Best,2012.0,Sedan,2.0,Pearl White,530.0,Gas,4,gear,1.6,31691,4,11917
Lexus,Hs 250H,2012.0,Unknown,5.0,Unknown,0.0,Hybrid,4,automatic,2.4,100000,8,26030
Bmw,328,2011.0,Unknown,5.0,Pearl White,8982.0,Gas,6,automatic,3,78000,10,18817
Toyota,My Model Which Is Rav 4 Is  Best,2012.0,Jeep,3.0,Unknown,934.0,Unknown,4,unknown,2.5,73931,0,28225
Nissan,Unknown,2010.0,Jeep,4.0,Jet Black,0.0,Gas,4,others,2.5,150000,8,15367
Ford,Mustang,2013.0,Coupe,5.0,Crimson,0.0,Gas,16,automatic,3.7,150000,8,31988
Bmw,318,2000.0,Sedan,1.0,Unknown,0.0,Natural Gas,4,manual,0,0,8,7840
Nissan,Frontier,2012.0,Sedan,0.0,Crimson,1946.0,Gas,16,others,4,81757,12,7213
Mercedesbenz,Cl 500,2012.0,Coupe,2.0,Metallic,4057.0,Natural Gas,4,automatic,5,12400,6,17876
Bmw,X5,1909.0,Unknown,2.0,Unknown,0.0,Gas,6,others,0,41000,8,28225
Chevrolet,Malibu,2012.0,Unknown,5.0,Jet Black,642.0,Gas,4,automatic,2,135965,4,25456
Unknown,Cmax,2012.0,Sedan,4.0,Unknown,333.0,Hybrid,4,automatic,2,163000,12,17876
Lexus,Unknown,2014.0,Sedan,1.0,Jet Black,394.0,Hybrid,4,automatic,2.5,176213,12,14426
Toyota,Camry,2012.0,Sedan,2.0,Jet Black,1091.0,Gas,4,automatic,0,70000,14,31361
Toyota,Unknown,2009.0,Sedan,1.0,Charcoal,746.0,Hybrid,4,automatic,1.5,271256,8,7213
Toyota,Prius,2010.0,Hatchback,2.0,Sapphire Blue,761.0,Hybrid,14,r,1.8,118000,10,15994
Kia,Optima K5,2012.0,Sedan,6.0,Metallic,0.0,Other,4,others,2,45000,7,18817
Hyundai,Unknown,2111.0,Sedan,2.0,Metallic,707.0,Other,4,others,0,457978,4,6743
Mercedesbenz,My Model Which Is Ml 350 Is  Best,2012.0,Jeep,2.0,Jet Black,1172.0,Diesel,6,automatic,3.5,220323,12,18655
Toyota,Camry,2012.0,Sedan,1.0,Jet Black,777.0,Gas,4,automatic,2.5,88000,10,17562
Ssangyong,Rexton,2009.0,Jeep,2.0,Unknown,1273.0,Diesel,4,gear,2.7,148654,4,22298
Bmw,X5,2012.0,Jeep,2.0,Unknown,919.0,Unknown,4,automatic,3,103458,0,8154
Lexus,Is 250,2009.0,Sedan,2.0,Charcoal,0.0,Gas,6,unknown,0,245000,10,26657
Mercedesbenz,E 300,2017.0,Sedan,0.0,Unknown,1017.0,Gas,4,others,2,66933,12,18655
Dodge,Ram 1500,2000.0,Jeep,3.0,Sapphire Blue,0.0,Gas,4,others,5.9,60800,0,28225
Hyundai,Unknown,2012.0,Sedan,3.0,Jet Black,751.0,Gas,4,automatic,0,98456,0,12544
Hyundai,My Model Which Is Tucson Is  Best,2012.0,Jeep,4.0,Unknown,639.0,Diesel,4,r,2,130000,4,29777
Toyota,Unknown,2012.0,Sedan,0.0,Charcoal,751.0,Gas,4,automatic,2.4,77182,8,21012
Toyota,Camry,2015.0,Sedan,1.0,Pearl White,0.0,Hybrid,6,automatic,2.5,89600,16,46101
Mercedesbenz,E 200,2001.0,Sedan,6.0,Sapphire Blue,0.0,Gas,4,automatic,2,11111,6,18655
Hyundai,Elantra,2017.0,Unknown,2.0,Unknown,1017.0,Gas,4,automatic,2,284251,12,18655
Audi,A4,2011.0,Sedan,1.0,Jet Black,0.0,Gas,4,others,2.0 Turbo,144878,8,18817
Hyundai,My Model Which Is Elantra Is  Best,2011.0,Sedan,2.0,Metallic,9417.0,Gas,4,automatic,1.6,132742,4,19121
Dodge,Avenger,2012.0,Sedan,3.0,Sapphire Blue,1086.0,Gas,6,r,3.6,667058,12,18655
Lexus,Gx 460,2012.0,Jeep,5.0,Charcoal,1363.0,Gas,8,others,4.6,189704,0,18655
Hyundai,Santa Fe,2012.0,Jeep,4.0,Jet Black,0.0,Gas,4,automatic,2.4,120000,8,35124
Subaru,My Model Which Is Forester Is  Best,2012.0,Jeep,4.0,Unknown,1327.0,Gas,4,others,2.5,80000,12,30107
Hyundai,Tucson,2016.0,Jeep,3.0,Unknown,891.0,Diesel,4,automatic,2,120142,4,35237
Toyota,Highlander,2008.0,Jeep,2.0,Charcoal,1750.0,Hybrid,6,automatic,3.3,277405,12,18655
Hyundai,Elantra,2014.0,Sedan,4.0,Unknown,528.0,Gas,4,automatic,1.6,80856,4,28241
Peugeot,406,2012.0,Sedan,2.0,Unknown,0.0,Gas,4,r,2,0,2,18655
Kia,Optima,2115.0,Sedan,6.0,Unknown,0.0,Gas,4,unknown,2.4,61680,6,15681
Ford,Fusion,2015.0,Sedan,3.0,Jet Black,382.0,Hybrid,14,automatic,2,88795,0,18655
Unknown,Chr,2012.0,Unknown,0.0,Sapphire Blue,0.0,Gas,5,automatic,1.8,12987,12,28000
Audi,A7,2014.0,Hatchback,1.0,Charcoal,10915.0,Gas,6,automatic,3,191373,0,9565
Nissan,Juke,2012.0,Jeep,4.0,Jet Black,531.0,Gas,4,automatic,1.6,167405,0,8781
Lexus,Gx 470,2012.0,Unknown,5.0,Charcoal,1811.0,Gas,8,automatic,4.6,357246,0,16308
Opel,Sintra,1998.0,Minivan,4.0,Crimson,0.0,Gas,4,manual,2.2,30000,16,18655
Toyota,Camry,2012.0,Sedan,4.0,Unknown,781.0,Gas,4,unknown,2.5,156800,8,20385
Unknown,Insight,2010.0,Hatchback,2.0,Metallic,574.0,Unknown,4,automatic,1.3,210758,0,18655
Chevrolet,Cruze,2011.0,Sedan,6.0,Unknown,9479.0,Gas,4,automatic,1.4 Turbo,178000,8,12858
Chevrolet,Captiva,2012.0,Jeep,6.0,Unknown,1282.0,Diesel,4,automatic,2,63558,4,8311
Ssangyong,Rexton,3014.0,Jeep,2.0,Unknown,639.0,Diesel,4,automatic,2,87681,4,45633
Toyota,My Model Which Is Prius Is  Best,2012.0,Hatchback,6.0,Gold,87.0,Hybrid,4,automatic,0,0,0,12231
Unknown,Camry Le,2016.0,Unknown,5.0,Unknown,1091.0,Gas,4,automatic,2.5,17200,12,37633
Ford,Focus Se,1913.0,Hatchback,3.0,Unknown,0.0,Gas,4,manual,1.5,197000,2,14740
Honda,Fit,2006.0,Hatchback,2.0,Metallic,0.0,Gas,14,automatic,1.3,163000,16,8311
Jeep,Cherokee,1992.0,Jeep,0.0,Unknown,3301.0,Unknown,8,manual,4,4512,11,18655
Ssangyong,Korando,2012.0,Jeep,1.0,Unknown,642.0,Diesel,4,automatic,2,132356,4,24123
Toyota,Prius,2012.0,Sedan,3.0,Metallic,761.0,Hybrid,4,automatic,1.8,260000,6,9722
Kia,Niro,2012.0,Jeep,0.0,Metallic,420.0,Hybrid,4,automatic,1.6,429,12,12701
Toyota,Camry,2012.0,Sedan,4.0,Jet Black,394.0,Unknown,4,automatic,2.5,102397,12,18655
Chevrolet,Orlando,3012.0,Jeep,2.0,Pearl White,642.0,Other,4,automatic,2,132036,16,14426
Chevrolet,My Model Which Is Cruze Is  Best,2012.0,Sedan,2.0,Metallic,0.0,Gas,4,automatic,1.4 Turbo,104000,12,14113
Kia,Cerato,2012.0,Sedan,4.0,Metallic,530.0,Gas,14,automatic,0,116644,4,12544
Mercedesbenz,E 240,2012.0,Sedan,3.0,Emerald Green,0.0,Other,6,automatic,2.6,314000,16,8154
Jeep,My Model Which Is Compass Is  Best,2015.0,Jeep,2.0,Pearl White,900.0,Gas,4,automatic,2.4,44729,4,44043
Toyota,Aqua,2014.0,Universal,3.0,Jet Black,271.0,Hybrid,14,r,1.5,38311,4,26033
Bmw,750,2013.0,Sedan,4.0,Unknown,1304.0,Gas,8,automatic,4.4,87243,12,18655
Unknown,Tucson,2019.0,Jeep,4.0,Unknown,11077.0,Diesel,4,automatic,2,48000,4,49858
Hyundai,Sonata,2012.0,Sedan,4.0,Unknown,1202.0,Gas,4,automatic,2.4,97614,12,18655
Mercedesbenz,Vito,2012.0,Minivan,2.0,Pearl White,0.0,Unknown,4,r,0,188000,2,16621
Bmw,320,2012.0,Sedan,2.0,Jet Black,0.0,Gas,4,others,1.6,10000,2,18655
Bmw,My Model Which Is 225 Is  Best,2012.0,Sedan,2.0,Jet Black,0.0,Gas,6,manual,2.5,199866,8,6899
Ford,Transit,1997.0,Microbus,2.0,Pearl White,0.0,Unknown,14,manual,0,204000,2,18817
Toyota,Vitz,2006.0,Unknown,1.0,Royal Purple,0.0,Gas,4,automatic,1.3,190000,4,8624
Toyota,My Model Which Is Prius Is  Best,2014.0,Sedan,2.0,Sapphire Blue,584.0,Unknown,4,automatic,1.8,187200,8,18033
Hyundai,Sonata,2016.0,Sedan,0.0,Tangerine,891.0,Unknown,4,unknown,2,388495,4,13172
Volkswagen,Unknown,2012.0,Sedan,2.0,Jet Black,862.0,Gas,4,others,0,134400,6,13485
Nissan,Juke,2012.0,Jeep,1.0,Charcoal,0.0,Unknown,4,automatic,1.6 Turbo,128000,4,21169
Hyundai,Elantra,2012.0,Sedan,3.0,Charcoal,585.0,Gas,4,automatic,1.8,80000,12,13172
Dodge,Caliber,2009.0,Unknown,2.0,Unknown,0.0,Gas,4,automatic,2,122000,6,14740
Hyundai,Tucson,2012.0,Jeep,5.0,Charcoal,707.0,Diesel,4,automatic,2,119194,16,18481
Unknown,My Model Which Is Actyon Is  Best,2012.0,Jeep,3.0,Metallic,831.0,Diesel,4,automatic,1.6,71908,4,40901
Bmw,X1,2012.0,Hatchback,6.0,Jet Black,0.0,Diesel,4,manual,2.0 Turbo,215000,16,18655
Bmw,My Model Which Is 328 Is  Best,2012.0,Sedan,3.0,Pearl White,862.0,Gas,4,automatic,2.8 Turbo,108800,4,31361
Bmw,320,2014.0,Sedan,3.0,Jet Black,639.0,Gas,4,gear,2.0 Turbo,59000,12,23521
Hyundai,Grandeur,2012.0,Sedan,3.0,Metallic,1099.0,Gas,4,gear,2.7,93168,4,6269
Hyundai,Accent,2014.0,Sedan,2.0,Metallic,528.0,Diesel,4,unknown,1.6,150743,4,13589
Ford,Fusion,2016.0,Sedan,4.0,Charcoal,431.0,Hybrid,4,unknown,2,158699,12,8781
Lexus,Gx 460,2012.0,Jeep,2.0,Unknown,1646.0,Gas,8,automatic,4.6,102907,0,18655
Toyota,Prius,2010.0,Hatchback,2.0,Pearl White,761.0,Hybrid,4,automatic,1.8,267165,12,18655
Ford,Transit,2012.0,Microbus,3.0,Pearl White,1408.0,Diesel,4,manual,2.2 Turbo,175000,2,12858
Mercedesbenz,Ml 350,2011.0,Jeep,0.0,Charcoal,0.0,Diesel,6,automatic,0,200000,12,36065
Honda,Crv,2012.0,Jeep,2.0,Unknown,0.0,Unknown,4,gear,2,100000,12,6586
Unknown,Gonow,2012.0,Jeep,0.0,Unknown,0.0,Gas,4,others,2.3,102000,2,9408
Hyundai,My Model Which Is Santa Fe Is  Best,2010.0,Jeep,6.0,Pearl White,836.0,Diesel,4,automatic,2,229757,4,12676
Unknown,Unknown,2012.0,Sedan,2.0,Metallic,0.0,Gas,4,automatic,1.8,109000,8,16621
Bmw,X5,2012.0,Jeep,0.0,Pearl White,919.0,Diesel,16,automatic,3,274098,0,6586
Lexus,Rx 450,3010.0,Jeep,0.0,Metallic,1399.0,Hybrid,6,others,3.5,311949,12,18655
Unknown,Elantra,2012.0,Sedan,2.0,Metallic,687.0,Gas,14,automatic,1.6,62741,16,8881
Hyundai,My Model Which Is H1 Is  Best,2012.0,Minivan,1.0,Lemon Yellow,777.0,Unknown,4,gear,2.5,198916,4,25264
Bmw,320,2012.0,Coupe,0.0,Metallic,0.0,Gas,6,others,2,285000,4,7213
Hyundai,My Model Which Is H1 Is  Best,2012.0,Unknown,1.0,Unknown,862.0,Diesel,4,automatic,2.5,55248,4,18660
Hyundai,My Model Which Is Elantra Is  Best,3014.0,Sedan,0.0,Charcoal,528.0,Gas,4,automatic,1.6,164649,16,15624
Hyundai,Accent,2016.0,Sedan,2.0,Pearl White,650.0,Gas,4,automatic,0,92000,16,21103
Ford,Transit,1999.0,Microbus,2.0,Pearl White,0.0,Diesel,4,manual,2.5 Turbo,430000,1,21953
Vaz,2106,1988.0,Sedan,4.0,Lemon Yellow,0.0,Gas,4,unknown,0.3,0,0,18655
Unknown,Prius,2010.0,Hatchback,2.0,Unknown,0.0,Unknown,4,automatic,1.8,185000,6,16308
Nissan,Lafesta,2012.0,Minivan,3.0,Sapphire Blue,0.0,Natural Gas,4,automatic,2,200000,4,5500
Jeep,My Model Which Is Cherokee Is  Best,2012.0,Jeep,4.0,Unknown,0.0,Gas,4,automatic,2.4,168000,12,28852
Honda,Odyssey,2012.0,Sedan,1.0,Jet Black,1058.0,Gas,6,gear,3.5,236698,12,18655
Daewoo,Lacetti,2009.0,Sedan,6.0,Metallic,966.0,Diesel,4,others,2,75644,7,5959
Mercedesbenz,E 300,3017.0,Sedan,2.0,Jet Black,1017.0,Gas,4,gear,2,26802,7,18655
Toyota,Camry,2012.0,Sedan,2.0,Jet Black,0.0,Gas,6,automatic,0,0,12,18655
Hyundai,Sonata,2012.0,Sedan,0.0,Pearl White,10753.0,Hybrid,4,unknown,2.4,243051,12,18655
Mitsubishi,Pajero Io,2012.0,Jeep,0.0,Unknown,0.0,Gas,4,r,2.5,1000,6,18655
Honda,Civic,2013.0,Sedan,0.0,Unknown,0.0,Unknown,4,automatic,1.8,120000,16,20385
Toyota,My Model Which Is Prius Is  Best,2012.0,Unknown,1.0,Charcoal,645.0,Hybrid,4,others,1.8,353606,12,18655
Lexus,Rx 350,2010.0,Jeep,3.0,Pearl White,11399.0,Gas,6,unknown,3.5,182618,12,18655
Ssangyong,My Model Which Is Rexton Is  Best,2016.0,Jeep,1.0,Unknown,87.0,Diesel,4,automatic,0,73968,4,47076
Toyota,Prius,2110.0,Hatchback,1.0,Pearl White,761.0,Hybrid,4,r,1.8,258909,12,18655
Ford,Transit,2007.0,Microbus,3.0,Pearl White,1528.0,Unknown,4,manual,2.4,168000,2,15681
Mitsubishi,Pajero Io,2012.0,Jeep,4.0,Pearl White,0.0,Gas,4,automatic,1.8,196500,7,8467
Volkswagen,Jetta,2113.0,Sedan,2.0,Charcoal,0.0,Unknown,4,unknown,2,112000,10,12544
Ssangyong,Rexton,2015.0,Jeep,4.0,Unknown,765.0,Diesel,4,unknown,2,118366,4,47076
Lexus,Gx 470,1909.0,Unknown,1.0,Unknown,2151.0,Gas,8,automatic,4.7,264339,0,30734
Hyundai,Elantra,2012.0,Sedan,2.0,Metallic,687.0,Gas,4,gear,1.6,101387,4,14834
Bmw,535,2011.0,Sedan,4.0,Unknown,1018.0,Gas,6,gear,3,249147,12,18655
Kia,My Model Which Is Avella Is  Best,2015.0,Unknown,4.0,Metallic,765.0,Gas,4,automatic,2,125621,12,18655
Honda,Fit,2010.0,Sedan,5.0,Crimson,0.0,Gas,4,automatic,1.3,101000,6,18655
Mercedesbenz,E 200,1995.0,Sedan,3.0,Sapphire Blue,0.0,Natural Gas,4,gear,2,111111,4,18655
Unknown,Crz,2010.0,Coupe,1.0,Crimson,0.0,Hybrid,4,manual,1.5,200000,8,11917
Opel,Astra,1898.0,Sedan,1.0,Pearl White,0.0,Gas,4,manual,1.6,11111,16,18655
Kia,Sorento,2012.0,Jeep,1.0,Metallic,1172.0,Gas,4,r,3.5,309570,16,18655
Toyota,Prius,2015.0,Unknown,4.0,Unknown,0.0,Unknown,4,automatic,1.8,92430,10,22580
Toyota,Camry,3010.0,Sedan,2.0,Jet Black,8976.0,Gas,4,gear,2.5,152000,8,12544
Unknown,Cls 55 Amg,2012.0,Sedan,3.0,Jet Black,0.0,Gas,8,automatic,5.5 Turbo,333000,8,25089
Ssangyong,Rexton,2011.0,Jeep,4.0,Jet Black,707.0,Diesel,4,gear,0,256175,4,20266
Toyota,My Model Which Is Chr Is  Best,2018.0,Unknown,2.0,Unknown,1079.0,Gas,4,others,2,37214,10,36065
Hyundai,Tucson,2012.0,Jeep,0.0,Charcoal,0.0,Diesel,4,gear,2,119194,4,19613
Mercedesbenz,Unknown,2007.0,Goods,6.0,Pearl White,0.0,Diesel,4,manual,0,385000,4,19444
Unknown,Unknown,2012.0,Sedan,2.0,Jet Black,779.0,Unknown,4,automatic,2.5,88000,16,21639
Honda,Fit,2005.0,Hatchback,3.0,Unknown,0.0,Gas,14,automatic,1.3,187000,4,18655
Chevrolet,My Model Which Is Aveo Is  Best,2012.0,Hatchback,4.0,Jet Black,0.0,Gas,4,automatic,1.6,71309,4,18973
Skoda,Unknown,2012.0,Sedan,0.0,Unknown,0.0,Gas,14,manual,1.8 Turbo,250000,6,16778
Honda,Insight,2009.0,Sedan,4.0,Unknown,0.0,Unknown,4,gear,1.3,125000,9,10976
Unknown,Camry,2013.0,Sedan,1.0,Jet Black,779.0,Gas,4,automatic,0,80000,8,11200
Mercedesbenz,E 350,2012.0,Sedan,4.0,Jet Black,1058.0,Diesel,6,automatic,3.5,318285,12,18655
Mercedesbenz,E 350,2011.0,Sedan,3.0,Sapphire Blue,1172.0,Diesel,6,r,3.5,64496,12,13642
Toyota,Rav 4,2017.0,Unknown,4.0,Sapphire Blue,1249.0,Gas,4,automatic,2.5,58778,12,18655
Toyota,Camry,2014.0,Sedan,3.0,Unknown,394.0,Hybrid,4,r,2.5,115312,12,18655
Honda,Civic,2012.0,Sedan,3.0,Sapphire Blue,10308.0,Hybrid,4,automatic,1.5,49272,0,18655
Hyundai,H1,2012.0,Unknown,1.0,Charcoal,1091.0,Diesel,4,r,2.5,133687,4,44843
Mercedesbenz,E 350,2012.0,Sedan,1.0,Metallic,0.0,Gas,6,automatic,3.5,238357,8,16621
Unknown,Tucson,2010.0,Jeep,3.0,Metallic,836.0,Diesel,4,automatic,2,122222,16,13962
Toyota,Aqua,2014.0,Hatchback,4.0,Unknown,501.0,Gas,4,automatic,1.5,42000,4,30906
Unknown,2107,1999.0,Sedan,0.0,Pearl White,0.0,Gas,Other,others,1.6,10000,6,18655
Toyota,Aqua,2012.0,Hatchback,3.0,Jet Black,502.0,Gas,4,automatic,1.5,123700,16,15530
Toyota,My Model Which Is Camry Is  Best,2012.0,Sedan,5.0,Pearl White,781.0,Hybrid,14,automatic,2.5,156518,12,18655
Toyota,Prius,2012.0,Sedan,0.0,Unknown,645.0,Hybrid,4,automatic,1.8,0,12,17900
Toyota,Highlander,2012.0,Jeep,2.0,Unknown,1537.0,Hybrid,16,automatic,3.3,420550,12,12074
Subaru,Crosstrek,2012.0,Sedan,1.0,Sapphire Blue,1077.0,Gas,4,r,0,6384,12,7213
Porsche,Cayenne,2006.0,Jeep,5.0,Unknown,0.0,Gas,18,automatic,4.5 Turbo,150000,12,18817
Hyundai,Unknown,2012.0,Jeep,4.0,Unknown,10707.0,Unknown,4,automatic,2,93290,4,27946
Ford,My Model Which Is Transit Is  Best,2001.0,Microbus,1.0,Pearl White,0.0,Diesel,14,others,2.4 Turbo,210000,2,12858
Toyota,Prius C,2012.0,Hatchback,0.0,Sapphire Blue,503.0,Hybrid,4,automatic,1.5,139005,12,11290
Hyundai,H1,2012.0,Minivan,2.0,Pearl White,781.0,Diesel,14,others,2.5,52600,4,17719
Hyundai,My Model Which Is Tucson Is  Best,2016.0,Jeep,1.0,Jet Black,0.0,Gas,4,automatic,2,23000,8,30420
Toyota,My Model Which Is Prius Is  Best,2010.0,Hatchback,4.0,Pearl White,0.0,Hybrid,4,automatic,1.8 Turbo,383528,8,16935
